Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
161,Kevin Connauton\connake01,31,FLA,D,13,0,0,0,4,2,0.3,0,0,0,0,0,0,0,14,0.0,156,12:01,9,28,0,0,
162,Brett Connolly\connobr01,29,CHI,RW,9,0,1,1,-3,15,-0.1,0,0,0,0,1,0,0,6,0.0,76,8:24,3,7,0,0,
163,Kyle Connor\connoky01,25,WPG,LW,59,36,30,66,-6,4,7.7,28,6,2,7,15,15,0,258,14.0,1284,21:45,15,29,1,4,20.0
164,Andrew Copp\coppan01,27,WPG,C,53,13,19,32,0,8,2.7,9,3,1,3,12,6,1,147,8.8,1065,20:05,34,34,301,258,53.8
165,Paul Cotter\cottepa01,22,VEG,C,6,2,0,2,1,4,0.3,2,0,0,0,0,0,0,10,20.0,53,8:53,1,15,0,1,0.0
166,Nick Cousins\cousini01,28,NSH,C,44,6,7,13,-6,14,0.7,3,3,0,1,6,1,0,72,8.3,564,12:49,18,45,16,20,44.4
167,Logan Couture\coutulo01,32,SJS,C,53,19,23,42,-4,18,4.6,13,4,2,2,15,7,1,135,14.1,1012,19:05,42,72,441,453,49.3
168,Sean Couturier\coutuse01,29,PHI,C,29,6,11,17,-6,14,1.2,4,2,0,2,7,3,1,79,7.6,591,20:23,18,22,238,190,55.6
169,Charlie Coyle\coylech01,29,BOS,C,58,13,17,30,-5,20,2.5,10,3,0,3,13,4,0,84,15.5,1003,17:17,29,70,353,391,47.4
170,Dylan Cozens\cozendy01,20,BUF,C,56,12,18,30,-17,35,2.2,11,1,0,1,13,4,1,109,11.0,896,16:00,17,24,255,334,43.3
171,Kyle Criscuolo\criscky01,29,DET,C,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,1,0.0,21,10:22,0,0,1,6,14.3
172,Sidney Crosby\crosbsi01,34,PIT,C,47,19,38,57,12,20,6.3,13,6,0,6,22,16,0,138,13.8,936,19:55,22,41,498,477,51.1
173,Lawson Crouse\crousla01,24,ARI,LW,56,15,12,27,-3,50,2.3,14,1,0,3,9,3,0,112,13.4,982,17:32,33,163,15,31,32.6
174,Austin Czarnik\czarnau01,29,TOT,C,17,2,5,7,5,0,0.8,2,0,0,0,5,0,0,14,14.3,185,10:54,7,3,23,36,39.0
174,Austin Czarnik\czarnau01,29,NYI,C,11,2,3,5,5,0,0.7,2,0,0,0,3,0,0,9,22.2,121,10:57,5,2,23,35,39.7
174,Austin Czarnik\czarnau01,29,SEA,C,6,0,2,2,0,0,0.1,0,0,0,0,2,0,0,5,0.0,65,10:48,2,1,0,1,0.0
175,Kirby Dach\dachki01,21,CHI,C,56,8,14,22,-7,39,1.2,6,2,0,0,10,3,1,93,8.6,1045,18:39,35,38,167,339,33.0
176,Evgenii Dadonov\dadonev01,32,VEG,RW,58,11,12,23,0,12,1.8,8,3,0,2,10,2,0,141,7.8,920,15:52,19,49,0,2,0.0
177,Jonathan Dahlen\dahlejo01,24,SJS,C,47,11,10,21,-18,8,1.6,8,3,0,2,6,4,0,92,12.0,679,14:27,21,12,0,0,
178,Rasmus Dahlin\dahlira01,21,BUF,D,57,8,29,37,-15,52,4.9,6,2,0,1,16,13,0,121,6.6,1356,23:48,66,77,0,0,
179,Carl Dahlstrom\dahlsca01,27,TOR,D,1,0,0,0,1,2,0.1,0,0,0,0,0,0,0,0,,13,12:30,1,0,0,0,
180,Michael Dal Colle\dalcomi01,25,NYI,LW,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,15,14:34,0,0,0,0,
181,Zac Dalpe\dalpeza01,32,FLA,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,6,6:08,1,2,1,3,25.0
182,Riley Damiani\damiari01,21,DAL,C,7,1,1,2,0,2,0.2,1,0,0,0,1,0,0,10,10.0,60,8:32,0,4,7,7,50.0
183,Phillip Danault\danauph01,28,LAK,C,57,17,18,35,16,30,4.2,17,0,0,3,16,1,1,135,12.6,1019,17:52,30,54,481,415,53.7
184,Justin Danforth\danfoju01,28,CBJ,RW,23,5,2,7,2,2,0.8,5,0,0,0,2,0,0,37,13.5,255,11:05,11,51,27,19,58.7
185,Laurent Dauphin\dauphla01,26,MTL,C,25,2,5,7,-10,19,0.0,2,0,0,0,5,0,0,34,5.9,367,14:42,21,22,71,103,40.8
186,Jeremy Davies\davieje01,25,NSH,D,1,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,13,12:30,0,0,0,0,
187,Sean Day\dayse01,24,TBL,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,21,10:43,2,4,0,0,
188,Calvin de Haan\dehaaca01,30,CHI,D,53,1,4,5,-15,27,0.8,1,0,0,0,4,0,0,83,1.2,1022,19:17,136,108,0,0,
189,Chase De Leo\deleoch01,26,NJD,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,16,8:09,0,5,0,2,0.0
190,Anthony DeAngelo\deangan01,26,CAR,D,43,9,31,40,19,44,7.1,8,1,0,2,16,15,0,93,9.7,839,19:30,40,26,0,0,
191,Alex DeBrincat\debrial01,24,CHI,RW,59,34,21,55,-12,15,6.5,22,12,0,5,10,11,0,194,17.5,1200,20:20,25,76,15,27,35.7
192,Jake DeBrusk\debruja01,25,BOS,LW,53,15,10,25,-1,8,2.7,13,2,0,5,9,1,0,122,12.3,765,14:25,19,35,7,6,53.8
193,Danny DeKeyser\dekeyda01,31,DET,D,43,0,6,6,-12,12,0.4,0,0,0,0,6,0,0,50,0.0,798,18:33,80,29,0,0,
194,Michael Del Zotto\delzomi01,31,OTT,D,10,2,4,6,-9,4,0.3,1,1,0,0,3,1,0,15,13.3,173,17:16,12,24,0,0,
195,Ty Dellandrea\dellaty01,21,DAL,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,11,10:37,0,3,1,2,33.3
196,Dylan DeMelo\demeldy01,28,WPG,D,53,1,8,9,1,26,1.8,0,0,1,0,7,0,1,50,2.0,922,17:23,75,77,0,0,
197,Grigori Denisenko\denisgr01,21,FLA,LW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,3,0.0,16,15:30,2,1,0,0,
198,Travis Dermott\dermotr01,25,TOR,D,42,1,4,5,4,14,1.2,1,0,0,1,4,0,0,36,2.8,620,14:46,28,43,0,0,
199,Nicolas Deslauriers\deslani01,30,ANA,LW,57,5,5,10,-9,73,0.2,4,0,1,0,5,0,0,69,7.2,668,11:43,33,203,1,3,25.0
200,Connor Dewar\dewarco01,22,MIN,C,28,2,3,5,-4,25,-0.1,2,0,0,1,2,1,0,38,5.3,273,9:45,18,36,45,53,45.9
201,Jason Dickinson\dickija01,26,VAN,C,49,3,3,6,-4,17,-0.3,3,0,0,0,3,0,0,53,5.7,637,13:01,35,89,116,153,43.1
202,Brenden Dillon\dillobr01,31,WPG,D,56,2,16,18,15,52,4.0,2,0,0,0,16,0,0,72,2.8,1076,19:13,77,154,0,0,
203,Cam Dineen\dineeca01,23,ARI,D,14,0,4,4,-5,0,0.2,0,0,0,0,4,0,0,18,0.0,200,14:18,17,5,0,0,
204,Noah Dobson\dobsono01,22,NYI,D,53,10,22,32,3,10,5.9,8,2,0,3,11,11,0,138,7.2,1120,21:08,106,51,0,0,
205,Max Domi\domima01,26,CBJ,LW,49,9,20,29,0,35,2.5,9,0,0,0,17,3,0,70,12.9,662,13:30,7,14,10,10,50.0
206,Ryan Donato\donatry01,25,SEA,C,52,12,8,20,-15,32,1.6,11,1,0,1,8,0,0,116,10.3,694,13:21,11,51,7,12,36.8
207,Joonas Donskoi\donskjo01,29,SEA,RW,57,2,15,17,-10,8,0.2,2,0,0,0,11,3,1,67,3.0,879,15:25,25,28,3,8,27.3
208,Pavel Dorofeyev\dorofpa01,21,VEG,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,4,4:07,0,0,0,0,
209,Drew Doughty\doughdr01,32,LAK,D,39,7,24,31,4,30,5.0,3,4,0,1,15,9,0,99,7.1,1004,25:44,53,60,0,0,
210,Nic Dowd\dowdni01,31,WSH,C,47,8,9,17,10,30,1.7,7,0,1,0,9,0,0,71,11.3,680,14:28,38,102,394,328,54.6
211,Justin Dowling\dowliju01,31,VAN,C,22,2,2,4,-3,2,0.1,2,0,0,0,2,0,0,17,11.8,211,9:36,9,10,21,19,52.5
212,Leon Draisaitl\draisle01,26,EDM,C,58,38,41,79,14,36,9.6,20,17,1,10,27,14,0,192,19.8,1334,23:00,15,36,626,547,53.4
213,Sheldon Dries\driessh01,27,VAN,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,19,9:35,1,1,4,8,33.3
214,Jonathan Drouin\drouijo01,26,MTL,LW,32,6,14,20,-9,23,1.4,6,0,0,0,10,4,0,60,10.0,553,17:17,11,24,30,33,47.6
215,Jack Drury\druryja01,21,CAR,C,2,2,0,2,3,2,0.4,2,0,0,0,0,0,0,6,33.3,32,15:58,2,4,12,3,80.0
216,Jamie Drysdale\drysdja01,19,ANA,D,60,3,21,24,-19,12,2.8,3,0,0,1,10,11,0,91,3.3,1197,19:57,55,26,0,0,
217,Dillon Dube\dubedi01,23,CGY,C,54,6,9,15,-8,18,0.6,5,0,1,0,7,1,1,93,6.5,679,12:34,8,52,62,75,45.3
218,Pierre-Luc Dubois\duboipi01,23,WPG,LW,58,23,22,45,-1,72,4.8,11,12,0,3,20,2,0,175,13.1,1096,18:53,29,83,368,413,47.1
219,Matt Duchene\duchema01,31,NSH,C,53,29,25,54,9,18,6.7,17,12,0,5,19,6,0,153,19.0,1007,19:00,20,17,95,78,54.9
220,Anthony Duclair\duclaan01,26,FLA,LW,50,24,21,45,20,10,5.7,17,7,0,4,12,9,0,105,22.9,761,15:14,14,25,0,1,0.0
221,Walker Duehr\duehrwa01,24,CGY,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,8:47,0,0,0,0,
222,Brandon Duhaime\duhaibr01,24,MIN,RW,55,6,9,15,-5,75,0.6,6,0,0,1,9,0,0,70,8.6,582,10:35,14,135,3,10,23.1
223,Mathew Dumba\dumbama01,27,MIN,D,44,4,18,22,8,36,3.0,4,0,0,1,14,4,0,93,4.3,1037,23:33,63,88,0,0,
224,Brian Dumoulin\dumoubr01,30,PIT,D,53,3,12,15,14,12,4.0,3,0,0,0,12,0,0,66,4.5,1169,22:04,102,60,0,0,
225,Vince Dunn\dunnvi02,25,SEA,D,55,7,15,22,-22,42,2.4,5,2,0,0,11,4,0,88,8.0,1101,20:01,56,59,0,0,
226,Sean Durzi\durzise01,23,LAK,D,41,2,14,16,-1,27,2.3,1,1,0,0,6,8,0,67,3.0,726,17:42,66,41,0,0,
227,Christian Dvorak\dvorach01,25,MTL,C,34,7,9,16,-17,20,0.7,6,1,0,1,6,3,0,54,13.0,602,17:42,39,23,336,266,55.8
228,Ryan Dzingel\dzingry01,29,TOT,C,32,5,3,8,-5,35,0.4,5,0,0,1,3,0,0,32,15.6,439,13:43,9,20,65,88,42.5
228,Ryan Dzingel\dzingry01,29,ARI,C,26,4,3,7,-3,35,0.4,4,0,0,1,3,0,0,23,17.4,341,13:07,6,15,65,86,43.0
228,Ryan Dzingel\dzingry01,29,SJS,C,6,1,0,1,-2,0,0.0,1,0,0,0,0,0,0,9,11.1,98,16:17,3,5,0,2,0.0
229,Cody Eakin\eakinco01,30,BUF,C,54,4,7,11,-13,20,0.0,3,1,0,1,5,1,1,68,5.9,721,13:21,26,29,355,274,56.4
230,Jordan Eberle\eberljo01,31,SEA,RW,58,15,19,34,-28,8,2.3,12,3,0,2,15,4,0,123,12.2,1051,18:08,33,37,5,10,33.3
231,Alexander Edler\edleral01,35,LAK,D,26,1,10,11,8,22,2.2,1,0,0,0,10,0,0,39,2.6,479,18:26,42,43,0,0,
232,Nikolaj Ehlers\ehlerni01,25,WPG,LW,39,14,15,29,7,16,3.3,13,1,0,1,11,4,0,153,9.2,709,18:11,15,18,1,1,50.0
233,Jack Eichel\eicheja01,25,VEG,C,12,4,4,8,1,4,0.8,3,1,0,2,3,1,0,44,9.1,225,18:45,13,13,93,79,54.1
234,Aaron Ekblad\ekblaaa01,25,FLA,D,57,15,39,54,38,24,9.2,12,3,0,2,20,16,3,171,8.8,1440,25:16,66,56,0,0,
235,Mattias Ekholm\ekholma01,31,NSH,D,53,3,14,17,10,24,3.8,3,0,0,1,12,2,0,86,3.5,1237,23:21,62,46,0,0,
236,William Eklund\eklunwi01,19,SJS,LW,9,0,4,4,-3,2,0.1,0,0,0,0,1,3,0,8,0.0,129,14:20,4,4,3,5,37.5
237,Oliver Ekman-Larsson\ekmanol01,30,VAN,D,56,4,13,17,-1,38,3.2,2,2,0,0,9,4,0,128,3.1,1255,22:24,53,75,0,0,
238,Remi Elie\eliere01,26,TBL,LW,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,11,10:57,0,3,0,0,
239,Lars Eller\ellerla01,32,WSH,C,53,9,14,23,-5,26,1.5,9,0,0,1,12,2,0,78,11.5,871,16:26,27,60,379,375,50.3
240,Ryan Ellis\ellisry01,31,PHI,D,4,1,4,5,2,0,0.8,1,0,0,0,2,2,0,6,16.7,91,22:48,6,1,0,0,
241,Pierre Engvall\engvapi01,25,TOR,LW,54,10,12,22,2,16,1.9,9,1,0,1,10,2,0,109,9.2,684,12:40,7,39,22,34,39.3
242,Tyler Ennis\ennisty01,32,OTT,C,48,6,14,20,-7,14,1.4,5,1,0,1,11,3,0,82,7.3,608,12:41,19,64,16,7,69.6
243,Mackenzie Entwistle\entwima01,22,CHI,RW,41,5,6,11,-11,17,0.5,4,0,1,0,6,0,0,26,19.2,438,10:40,16,96,17,22,43.6
244,Loui Eriksson\erikslo01,36,ARI,LW,48,2,13,15,-8,6,0.3,1,0,1,0,12,1,0,53,3.8,605,12:37,11,6,9,7,56.3
245,Joel Eriksson Ek\eriksjo02,25,MIN,C,52,18,13,31,8,24,3.0,8,10,0,2,12,1,0,157,11.5,971,18:41,29,94,466,537,46.5
246,Adam Erne\ernead01,26,DET,LW,57,4,9,13,-24,26,-0.5,4,0,0,1,9,0,0,78,5.1,788,13:49,38,110,33,28,54.1
247,Jake Evans\evansja02,25,MTL,C,48,7,10,17,-11,18,0.8,7,0,0,0,9,0,1,88,8.0,760,15:50,23,69,300,327,47.8
248,Robby Fabbri\fabbrro01,26,DET,C,56,17,13,30,-24,35,2.1,11,6,0,1,11,2,0,123,13.8,970,17:20,19,86,54,55,49.5
249,Dante Fabbro\fabbrda01,23,NSH,D,47,1,16,17,16,22,3.7,1,0,0,0,16,0,0,66,1.5,898,19:07,65,42,0,0,
250,Samuel Fagemo\fagemsa01,21,LAK,LW,4,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,5,0.0,55,13:43,3,2,0,0,
251,Radek Faksa\faksara01,28,DAL,C,51,2,11,13,-14,40,-0.3,1,1,0,0,11,0,0,52,3.8,805,15:47,46,87,258,217,54.3
252,Joel Farabee\farabjo01,21,PHI,LW,39,11,11,22,2,19,2.3,9,1,1,0,11,0,0,68,16.2,679,17:25,23,58,4,16,20.0
253,Hudson Fasching\faschhu01,26,ARI,RW,7,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,61,8:39,0,10,1,0,100.0
254,Jesper Fast\fastje01,30,CAR,RW,57,11,11,22,16,4,2.5,10,1,0,1,10,1,0,69,15.9,839,14:43,29,79,2,10,16.7
255,Justin Faulk\faulkju01,29,STL,D,51,7,20,27,34,35,6.5,6,1,0,3,15,5,0,109,6.4,1179,23:07,69,114,0,0,
256,Martin Fehervary\feherma01,22,WSH,D,57,4,7,11,13,20,3.3,3,0,1,0,6,0,1,65,6.2,1107,19:25,92,163,0,0,
257,Mario Ferraro\ferrama01,23,SJS,D,48,2,9,11,-7,10,2.6,2,0,0,1,9,0,0,37,5.4,1119,23:19,127,101,0,0,
258,Kevin Fiala\fialake01,25,MIN,LW,57,20,33,53,10,30,5.3,17,3,0,3,26,7,0,188,10.6,1002,17:35,16,37,3,10,23.1
259,Christian Fischer\fischch01,24,ARI,RW,49,5,5,10,-11,14,-0.1,4,1,0,0,5,0,0,72,6.9,642,13:06,20,80,61,122,33.3
260,Casey Fitzgerald\fitzgca01,24,BUF,D,21,0,4,4,-14,32,-0.2,0,0,0,0,4,0,0,25,0.0,373,17:46,23,46,0,0,
261,Trey Fix-Wolansky\fixwotr01,22,CBJ,RW,5,1,1,2,-1,0,0.2,1,0,0,0,1,0,0,4,25.0,33,6:39,3,5,0,0,
262,Cale Fleury\fleurca01,23,SEA,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,2,0.0,26,12:59,4,3,0,0,
263,Haydn Fleury\fleurha01,25,SEA,D,31,2,1,3,-1,6,1.0,2,0,0,1,1,0,0,43,4.7,522,16:50,56,54,0,0,
264,Warren Foegele\foegewa01,25,EDM,LW,58,7,13,20,-14,18,0.8,5,2,0,2,13,0,0,106,6.6,769,13:16,12,89,11,14,44.0
265,Steven Fogarty\fogarst01,28,BOS,C,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,2,0.0,21,10:24,0,0,7,10,41.2
266,Marcus Foligno\foligma01,30,MIN,LW,53,19,12,31,14,95,3.5,15,4,0,3,10,2,0,76,25.0,889,16:46,28,174,7,7,50.0
267,Nick Foligno\foligni01,34,BOS,LW,41,2,8,10,-8,42,0.1,2,0,0,0,7,1,0,62,3.2,551,13:26,24,109,15,14,51.7
268,Callan Foote\footeca01,23,TBL,D,40,1,6,7,4,15,1.4,1,0,0,0,6,0,0,34,2.9,528,13:11,45,59,0,0,
269,Nolan Foote\footeno01,21,NJD,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,15,7:32,0,1,0,0,
270,Derek Forbort\forbode01,29,BOS,D,54,4,6,10,0,30,2.5,4,0,0,1,6,0,0,46,8.7,997,18:27,63,86,0,0,
271,Alex Formenton\formeal01,22,OTT,LW,54,13,11,24,-8,38,2.2,10,0,3,1,11,0,0,115,11.3,808,14:58,17,72,2,3,40.0
272,Filip Forsberg\forsbfi01,27,NSH,C,44,28,21,49,11,16,6.6,23,5,0,7,13,8,0,131,21.4,798,18:08,29,64,1,0,100.0
273,Gustav Forsling\forslgu02,25,FLA,D,49,2,21,23,25,12,4.0,2,0,0,0,21,0,0,82,2.4,1035,21:07,53,36,0,0,
274,Gabriel Fortier\fortiga01,21,TBL,LW,10,1,0,1,-2,4,0.0,1,0,0,0,0,0,0,14,7.1,93,9:17,5,24,1,0,100.0
275,Liam Foudy\foudyli01,21,CBJ,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,12,11:51,0,1,0,0,
276,Cam Fowler\fowleca01,30,ANA,D,56,6,26,32,-7,10,5.0,1,5,0,0,16,10,0,92,6.5,1349,24:06,85,31,0,0,
277,Adam Fox\foxad01,23,NYR,D,55,7,50,57,7,14,8.6,6,0,1,1,23,26,1,99,7.1,1331,24:12,107,25,0,0,
278,Trent Frederic\fredetr01,23,BOS,C,38,4,6,10,6,38,1.0,4,0,0,1,6,0,0,54,7.4,429,11:17,11,73,34,50,40.5
279,Mark Friedman\friedma01,26,PIT,D,18,1,4,5,2,17,1.0,1,0,0,1,4,0,0,18,5.6,245,13:38,14,21,0,0,
280,Martin Frk\frkma01,28,LAK,RW,2,1,0,1,-1,0,0.1,0,1,0,0,0,0,0,7,14.3,37,18:19,0,7,0,0,
281,Jesper Froden\frodeje01,27,BOS,F,5,0,0,0,2,2,0.0,0,0,0,0,0,0,0,6,0.0,61,12:07,5,6,0,0,
282,Morgan Frost\frostmo01,22,PHI,C,30,2,5,7,-10,12,-0.1,2,0,0,0,5,0,0,38,5.3,389,12:59,11,25,95,102,48.2
283,Kurtis Gabriel\gabriku01,28,CHI,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,6:02,0,7,0,0,
284,Jonah Gadjovich\gadjojo01,23,SJS,LW,33,1,2,3,-9,62,-0.3,1,0,0,0,2,0,0,22,4.5,285,8:38,9,81,1,2,33.3
285,Sam Gagner\gagnesa01,32,DET,C,58,6,14,20,-4,28,1.2,6,0,0,0,13,1,0,92,6.5,755,13:01,20,14,111,108,50.7
286,Alex Galchenyuk\galchal01,27,ARI,C,37,5,9,14,-4,18,0.8,5,0,0,0,8,1,0,56,8.9,491,13:16,15,40,127,114,52.7
287,Brendan Gallagher\gallabr01,29,MTL,RW,39,5,9,14,-10,47,0.6,1,4,0,0,9,0,0,100,5.0,593,15:12,21,42,9,19,32.1
288,Jakub Galvas\galvaja01,22,CHI,D,6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,8,0.0,109,18:10,9,2,0,0,
289,Dylan Gambrell\gambrdy01,25,OTT,C,40,1,3,4,-3,8,-0.3,0,0,1,0,3,0,0,37,2.7,471,11:47,25,71,182,185,49.6
290,Rhett Gardner\gardnrh01,25,DAL,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,32,8:06,1,5,5,6,45.5
291,Conor Garland\garlaco01,25,VAN,RW,54,14,17,31,10,28,3.4,13,1,0,3,16,1,0,146,9.6,869,16:06,13,42,3,4,42.9
292,Adam Gaudette\gaudead01,25,TOT,C,36,5,9,14,-6,15,1.0,3,2,0,1,9,0,0,63,7.9,424,11:47,8,46,35,49,41.7
292,Adam Gaudette\gaudead01,25,OTT,C,28,4,8,12,-3,11,1.0,3,1,0,1,8,0,0,53,7.5,340,12:08,7,37,33,46,41.8
292,Adam Gaudette\gaudead01,25,CHI,C,8,1,1,2,-3,4,0.1,0,1,0,0,1,0,0,10,10.0,84,10:31,1,9,2,3,40.0
293,Frederick Gaudreau\gaudrfr01,28,MIN,C,51,8,18,26,2,8,1.6,7,1,0,3,16,1,1,89,9.0,835,16:22,33,37,281,289,49.3
294,Johnny Gaudreau\gaudrjo01,28,CGY,LW,57,26,51,77,44,22,9.9,23,3,0,7,38,13,0,187,13.9,1049,18:24,6,7,1,0,100.0
295,Brendan Gaunce\gauncbr01,27,CBJ,C,12,3,2,5,-1,6,0.6,3,0,0,0,2,0,0,18,16.7,96,7:59,4,17,7,5,58.3
296,Frederik Gauthier\gauthfr01,26,NJD,C,8,0,0,0,-1,0,-0.2,0,0,0,0,0,0,0,4,0.0,89,11:06,3,16,33,42,44.0
297,Julien Gauthier\gauthju01,24,NYR,RW,44,3,3,6,-6,4,0.0,3,0,0,1,3,0,0,63,4.8,456,10:22,13,93,1,2,33.3
298,Vladislav Gavrikov\gavrivl01,26,CBJ,D,57,3,22,25,1,42,3.5,3,0,0,1,22,0,0,66,4.5,1250,21:55,97,97,0,0,
299,Glenn Gawdin\gawdigl01,24,CGY,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,3,0.0,18,9:15,1,1,3,8,27.3
300,Morgan Geekie\geekimo01,23,SEA,C,53,4,11,15,-14,12,0.4,4,0,0,0,8,3,0,75,5.3,658,12:25,13,35,232,226,50.7
301,Mason Geertsen\geertma01,26,NJD,D,19,0,0,0,-2,57,0.0,0,0,0,0,0,0,0,7,0.0,138,7:16,6,51,0,0,
302,Timothy Gettinger\gettiti01,23,NYR,LW,8,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,0.0,76,9:28,5,15,2,2,50.0
303,Ryan Getzlaf\getzlry01,36,ANA,C,47,3,28,31,-12,21,1.6,1,2,0,1,20,8,0,93,3.2,883,18:47,47,77,461,408,53.0
304,Mark Giordano\giordma01,38,SEA,D,54,6,17,23,-21,47,2.5,4,0,2,0,9,8,0,120,5.0,1158,21:26,96,46,0,0,
305,Samuel Girard\girarsa01,23,COL,D,56,5,22,27,1,18,3.3,5,0,0,1,15,7,0,65,7.7,1217,21:44,77,50,0,0,
306,Zemgus Girgensons\girgeze01,28,BUF,C,34,7,5,12,-6,25,0.9,4,3,0,1,4,1,0,61,11.5,519,15:16,13,49,109,113,49.1
307,Claude Giroux\giroucl01,34,PHI,C,54,17,24,41,-12,16,3.7,14,3,0,0,15,9,0,143,11.9,1040,19:16,13,42,562,354,61.4
308,Cody Glass\glassco01,22,NSH,C,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,5,0.0,49,12:19,3,2,7,19,26.9
309,Luke Glendening\glendlu01,32,DAL,C,56,8,4,12,-10,13,0.4,8,0,0,1,4,0,0,74,10.8,776,13:52,38,119,285,198,59.0
310,Alex Goligoski\goligal01,36,MIN,D,52,2,25,27,28,28,4.7,2,0,0,0,22,3,0,61,3.3,996,19:09,70,43,0,0,
311,Barclay Goodrow\goodrba01,28,NYR,RW,55,12,11,23,9,40,2.4,11,0,1,2,10,0,1,83,14.5,934,16:59,40,96,260,271,49.0
312,Shayne Gostisbehere\gostish01,28,ARI,D,57,10,26,36,-4,18,5.3,9,1,0,0,17,9,0,111,9.0,1244,21:49,81,31,0,0,
313,Yanni Gourde\gourdya01,30,SEA,C,52,12,22,34,-10,32,2.8,10,2,0,0,15,4,3,87,13.8,969,18:38,22,60,292,314,48.2
314,Mikael Granlund\granlmi01,29,NSH,C,55,9,34,43,4,25,3.3,6,3,0,2,19,15,0,87,10.3,1145,20:49,29,51,407,447,47.7
315,Derek Grant\grantde01,31,ANA,C,52,8,7,15,-14,25,0.7,5,2,1,1,6,0,1,82,9.8,720,13:51,32,49,143,136,51.3
316,Ryan Graves\gravery01,26,NJD,D,53,4,18,22,-5,22,3.2,4,0,0,0,18,0,0,91,4.4,1105,20:51,100,63,0,0,
317,Anthony Greco\grecoan01,28,NYR,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,10,9:44,1,1,0,0,
318,Andy Greene\greenan01,39,NYI,D,45,2,7,9,-7,4,1.6,2,0,0,0,7,0,0,34,5.9,789,17:32,82,25,0,0,
319,Jordan Greenway\greenjo02,24,MIN,LW,44,4,11,15,17,51,1.1,3,1,0,2,11,0,0,61,6.6,636,14:28,21,112,15,26,36.6
320,A.J. Greer\greeraj01,25,NJD,LW,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,17,8:32,0,3,0,1,0.0
321,Noah Gregor\gregono01,23,SJS,C,41,3,8,11,-11,12,0.2,3,0,0,0,6,2,0,102,2.9,619,15:05,37,79,7,19,26.9
322,Seth Griffith\griffse01,29,EDM,C,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,,6,5:37,0,1,0,0,
323,Rocco Grimaldi\grimaro01,28,NSH,C,7,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,8,0.0,77,10:56,0,5,6,3,66.7
324,Jordan Gross\grossjo01,26,COL,D,1,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,8,8:19,0,1,0,0,
325,Benoit-Olivier Groulx\groulbe01,21,ANA,C,18,1,2,3,0,2,0.1,1,0,0,0,2,0,0,17,5.9,198,11:00,6,19,38,45,45.8
326,Carl Grundstrom\grundca01,24,LAK,RW,35,7,4,11,5,16,1.4,7,0,0,1,4,0,0,54,13.0,386,11:02,10,79,3,6,33.3
327,Matt Grzelcyk\grzelma01,28,BOS,D,51,2,17,19,13,14,4.2,2,0,0,1,12,5,0,86,2.3,964,18:54,65,25,0,0,
328,Radko Gudas\gudasra01,31,FLA,D,56,1,11,12,23,77,2.7,1,0,0,0,11,0,0,75,1.3,1035,18:29,84,247,0,0,
329,Erik Gudbranson\gudbrer01,30,CGY,D,57,5,9,14,15,53,3.7,5,0,0,0,9,0,0,98,5.1,1038,18:12,67,102,0,0,
330,Jake Guentzel\guentja01,27,PIT,C,53,28,31,59,9,34,7.0,22,6,0,5,19,12,0,185,15.1,1050,19:48,28,50,11,10,52.4
